S112,I948371,Nike Air Zoom Pegasus,Footwear,7613.14,317
S105,I948372,Samsung Galaxy S24 Ultra,Electronics,72847.52,317
S124,I948373,H&M Cotton Shirt,Apparel,78097.4,198
S135,I948374,Apple iPhone 15 Pro,Electronics,100271.78,470
S145,I948375,Reebok Nano X4,Footwear,56481.17,186
S103,I948376,Nike Air Zoom Pegasus,Footwear,79866.62,67
S147,I948377,Philips Air Fryer,Home Appliances,54939.45,492
S143,I948378,Allen Solly Formal Pants,Apparel,133094.46,282
S145,I948379,Puma Running Shoes,Footwear,102331.05,284
S120,I948380,Levis Denim Jacket,Apparel,118816.45,72
S145,I948381,U.S. Polo T-Shirt,Apparel,38477.05,156
S115,I948382,Nike Air Zoom Pegasus,Footwear,127159.77,370
S147,I948383,Skechers GoWalk,Footwear,11212.44,168
S125,I948384,H&M Cotton Shirt,Apparel,101189.57,124
S105,I948385,Dell XPS 13 Laptop,Electronics,94150.5,170
S146,I948386,Zara Maxi Dress,Apparel,104033.1,33
S123,I948387,Allen Solly Formal Pants,Apparel,21282.19,103
S126,I948388,Philips Air Fryer,Home Appliances,82949.45,171
S128,I948389,Skechers GoWalk,Footwear,5380.38,272
S120,I948390,Samsung 55” Smart TV,Home Appliances,1202.95,151
S146,I948391,Sony WH-1000XM5 Headphones,Electronics,127082.87,354
S137,I948392,Nike Air Zoom Pegasus,Footwear,143162.88,244
S104,I948393,Levis Denim Jacket,Apparel,60070.77,361
S104,I948394,Nike Air Zoom Pegasus,Footwear,55774.53,136
S124,I948395,H&M Cotton Shirt,Apparel,42733.93,365
S144,I948396,Zara Maxi Dress,Apparel,23034.72,379
S108,I948397,H&M Cotton Shirt,Apparel,55718.42,382
S111,I948398,Samsung Galaxy S24 Ultra,Electronics,107015.13,265
S133,I948399,Skechers GoWalk,Footwear,49987.26,237
S105,I948400,Bajaj Mixer Grinder,Home Appliances,113447.05,64
S116,I948401,Dyson Vacuum Cleaner,Home Appliances,39493.02,77
S116,I948402,LG 7kg Washing Machine,Home Appliances,19246.66,137
S143,I948403,Bajaj Mixer Grinder,Home Appliances,118545.6,235
S102,I948404,Sony WH-1000XM5 Headphones,Electronics,10382.22,461
S146,I948405,Nike Air Zoom Pegasus,Footwear,18344.22,314
S139,I948406,Bajaj Mixer Grinder,Home Appliances,75421.02,73
S150,I948407,H&M Cotton Shirt,Apparel,12088.64,30
S101,I948408,LG 7kg Washing Machine,Home Appliances,146568.08,114
S133,I948409,Samsung Galaxy S24 Ultra,Electronics,74098.16,486
S129,I948410,Philips Air Fryer,Home Appliances,22739.84,175
S143,I948411,Sony WH-1000XM5 Headphones,Electronics,48037.99,127
S133,I948412,Allen Solly Formal Pants,Apparel,19313.13,142
S128,I948413,Zara Maxi Dress,Apparel,94198.33,198
S133,I948414,Sony WH-1000XM5 Headphones,Electronics,114370.96,179
S149,I948415,Boat Smartwatch,Electronics,111795.1,66
S119,I948416,Skechers GoWalk,Footwear,94419.34,409
S103,I948417,Zara Maxi Dress,Apparel,17781.48,474
S113,I948418,Puma Running Shoes,Footwear,147126.79,258
S147,I948419,U.S. Polo T-Shirt,Apparel,51339.41,125
S149,I948420,Adidas Ultraboost 23,Footwear,95123.22,210
S132,I948421,Zara Maxi Dress,Apparel,111732.45,409
S128,I948422,Adidas Ultraboost 23,Footwear,15812.42,381
S128,I948423,Bajaj Mixer Grinder,Home Appliances,27141.44,57
S146,I948424,Sony WH-1000XM5 Headphones,Electronics,10994.1,69
S100,I948425,Nike Air Zoom Pegasus,Footwear,117003.11,264
S145,I948426,Boat Smartwatch,Electronics,138557.46,250
S120,I948427,Boat Smartwatch,Electronics,7545.79,226
S117,I948428,Zara Maxi Dress,Apparel,103053.53,404
S106,I948429,LG 7kg Washing Machine,Home Appliances,102351.05,136
S121,I948430,Adidas Ultraboost 23,Footwear,108264.38,34
S150,I948431,Boat Smartwatch,Electronics,54920.22,150
S148,I948432,Allen Solly Formal Pants,Apparel,91298.73,269
S119,I948433,Apple iPhone 15 Pro,Electronics,143426.78,498
S115,I948434,Reebok Nano X4,Footwear,59190.74,213
S139,I948435,LG 7kg Washing Machine,Home Appliances,40367.55,242
S121,I948436,Sony WH-1000XM5 Headphones,Electronics,78668.03,40
S148,I948437,Puma Running Shoes,Footwear,24543.11,381
S128,I948438,Philips Air Fryer,Home Appliances,74367.32,431
S100,I948439,Skechers GoWalk,Footwear,12157.8,389
S143,I948440,Nike Air Zoom Pegasus,Footwear,99823.46,307
S106,I948441,H&M Cotton Shirt,Apparel,47272.62,367
S129,I948442,Skechers GoWalk,Footwear,10737.58,372
S139,I948443,Skechers GoWalk,Footwear,59646.42,268
S147,I948444,Dyson Vacuum Cleaner,Home Appliances,47805.02,411
S123,I948445,Allen Solly Formal Pants,Apparel,96540.18,74
S100,I948446,Zara Maxi Dress,Apparel,47627.18,423
S145,I948447,LG 7kg Washing Machine,Home Appliances,117153.34,161
S124,I948448,Skechers GoWalk,Footwear,30400.47,451
S115,I948449,Samsung 55” Smart TV,Home Appliances,25500.81,260
S121,I948450,Levis Denim Jacket,Apparel,149070.73,105
S124,I948451,Puma Running Shoes,Footwear,9135.32,420
S110,I948452,Reebok Nano X4,Footwear,90315.75,254
S102,I948453,H&M Cotton Shirt,Apparel,23681.56,165
S113,I948454,Adidas Ultraboost 23,Footwear,14225.83,48
S106,I948455,LG 7kg Washing Machine,Home Appliances,42896.7,473
S137,I948456,Dell XPS 13 Laptop,Electronics,5047.55,234
S125,I948457,Dyson Vacuum Cleaner,Home Appliances,140135.14,494
S102,I948458,Nike Air Zoom Pegasus,Footwear,63260.48,105
S150,I948459,LG 7kg Washing Machine,Home Appliances,125541.45,484
S125,I948460,Boat Smartwatch,Electronics,136053.98,161
S105,I948461,Dell XPS 13 Laptop,Electronics,18638.44,47
S101,I948462,Apple iPhone 15 Pro,Electronics,88237.86,437
S137,I948463,Reebok Nano X4,Footwear,56062.83,170
S147,I948464,Dyson Vacuum Cleaner,Home Appliances,63141.07,256
S139,I948465,Samsung Galaxy S24 Ultra,Electronics,85466.73,287
S132,I948466,U.S. Polo T-Shirt,Apparel,88778.53,364
S114,I948467,LG 7kg Washing Machine,Home Appliances,72207.74,86
S104,I948468,Puma Running Shoes,Footwear,51945.25,48
S147,I948469,Boat Smartwatch,Electronics,92602.04,35
S149,I948470,Boat Smartwatch,Electronics,77622.48,419
S121,I948471,Reebok Nano X4,Footwear,55425.23,63
S150,I948472,LG 7kg Washing Machine,Home Appliances,74136.86,126
S121,I948473,Samsung 55” Smart TV,Home Appliances,111850.07,258
S113,I948474,Boat Smartwatch,Electronics,33663.29,427
S144,I948475,Samsung Galaxy S24 Ultra,Electronics,142692.73,15
S135,I948476,Samsung Galaxy S24 Ultra,Electronics,35447.65,436
S109,I948477,Bajaj Mixer Grinder,Home Appliances,6066.46,285
S116,I948478,Levis Denim Jacket,Apparel,141440.6,119
S100,I948479,Reebok Nano X4,Footwear,71994.61,284
S137,I948480,Nike Air Zoom Pegasus,Footwear,45574.67,273
S148,I948481,Philips Air Fryer,Home Appliances,135842.59,283
S148,I948482,LG 7kg Washing Machine,Home Appliances,116408.33,485
S115,I948483,Levis Denim Jacket,Apparel,122760.87,350
S106,I948484,Apple iPhone 15 Pro,Electronics,90656.56,199
S124,I948485,Zara Maxi Dress,Apparel,140321.25,169
S106,I948486,H&M Cotton Shirt,Apparel,15024.44,62
S140,I948487,Puma Running Shoes,Footwear,8415.78,133
S103,I948488,Puma Running Shoes,Footwear,37268.08,176
S127,I948489,Zara Maxi Dress,Apparel,146010.29,364
S108,I948490,H&M Cotton Shirt,Apparel,149319.39,353
S120,I948491,Nike Air Zoom Pegasus,Footwear,32062.87,18
S125,I948492,LG 7kg Washing Machine,Home Appliances,127556.75,115
S146,I948493,Skechers GoWalk,Footwear,141976.66,391
S132,I948494,U.S. Polo T-Shirt,Apparel,48707.69,61
S135,I948495,Samsung 55” Smart TV,Home Appliances,110018.84,486
S103,I948496,Allen Solly Formal Pants,Apparel,74411.24,426
S100,I948497,Philips Air Fryer,Home Appliances,137074.41,82
S149,I948498,Samsung Galaxy S24 Ultra,Electronics,97344.85,282
S107,I948499,Apple iPhone 15 Pro,Electronics,121315.58,24
S134,I948500,Apple iPhone 15 Pro,Electronics,6145.02,191
S117,I948501,Samsung 55” Smart TV,Home Appliances,115913.37,245
S106,I948502,LG 7kg Washing Machine,Home Appliances,132012.95,201
S128,I948503,Levis Denim Jacket,Apparel,75238.65,180
S115,I948504,Apple iPhone 15 Pro,Electronics,135119.84,335
S150,I948505,Adidas Ultraboost 23,Footwear,105508.53,429
S125,I948506,Skechers GoWalk,Footwear,75526.24,46
S137,I948507,Puma Running Shoes,Footwear,52693.25,291
S101,I948508,U.S. Polo T-Shirt,Apparel,147516.86,496
S127,I948509,Allen Solly Formal Pants,Apparel,62992.35,405
S144,I948510,Samsung Galaxy S24 Ultra,Electronics,52248.1,56
S101,I948511,Reebok Nano X4,Footwear,85153.63,191
S134,I948512,Levis Denim Jacket,Apparel,2168.26,95
S104,I948513,Levis Denim Jacket,Apparel,1654.09,298
S143,I948514,H&M Cotton Shirt,Apparel,120970.59,55
S130,I948515,Boat Smartwatch,Electronics,39794.5,13
S144,I948516,Nike Air Zoom Pegasus,Footwear,108079.21,417
S146,I948517,Sony WH-1000XM5 Headphones,Electronics,85693.27,314
S120,I948518,Puma Running Shoes,Footwear,131089.92,361
S100,I948519,Sony WH-1000XM5 Headphones,Electronics,59054.76,155
S138,I948520,U.S. Polo T-Shirt,Apparel,21448.45,155
S143,I948521,Allen Solly Formal Pants,Apparel,43561.86,347
S104,I948522,Puma Running Shoes,Footwear,62135.82,241
S146,I948523,U.S. Polo T-Shirt,Apparel,75755.73,142
S124,I948524,Dell XPS 13 Laptop,Electronics,149742.59,146
S109,I948525,Dyson Vacuum Cleaner,Home Appliances,137064.38,12
S145,I948526,Boat Smartwatch,Electronics,91275.86,250
S131,I948527,Zara Maxi Dress,Apparel,60079.62,489
S139,I948528,LG 7kg Washing Machine,Home Appliances,76980.63,201
S112,I948529,Dell XPS 13 Laptop,Electronics,5580.92,415
S105,I948530,Bajaj Mixer Grinder,Home Appliances,130533.67,137
S121,I948531,Sony WH-1000XM5 Headphones,Electronics,13238.64,468
S100,I948532,Boat Smartwatch,Electronics,133948.21,143
S127,I948533,LG 7kg Washing Machine,Home Appliances,71755.43,145
S122,I948534,Samsung 55” Smart TV,Home Appliances,17084.75,246
S142,I948535,H&M Cotton Shirt,Apparel,111554.14,200
S131,I948536,Dell XPS 13 Laptop,Electronics,114739.36,425
S144,I948537,Skechers GoWalk,Footwear,101462.6,286
S127,I948538,Skechers GoWalk,Footwear,119421.19,457
S148,I948539,Adidas Ultraboost 23,Footwear,141933.21,251
S113,I948540,Skechers GoWalk,Footwear,32894.08,493
S123,I948541,Sony WH-1000XM5 Headphones,Electronics,66768.06,88
S113,I948542,Puma Running Shoes,Footwear,111457.0,213
S105,I948543,Adidas Ultraboost 23,Footwear,8298.76,335
S136,I948544,Zara Maxi Dress,Apparel,73583.99,400
S137,I948545,U.S. Polo T-Shirt,Apparel,12532.1,312
S138,I948546,Boat Smartwatch,Electronics,104858.36,366
S142,I948547,Philips Air Fryer,Home Appliances,116277.35,324
S112,I948548,Levis Denim Jacket,Apparel,89226.6,297
S102,I948549,Allen Solly Formal Pants,Apparel,112917.21,41
S143,I948550,Reebok Nano X4,Footwear,97884.63,361
S144,I948551,Samsung 55” Smart TV,Home Appliances,20983.16,456
S132,I948552,Puma Running Shoes,Footwear,63394.08,128
S104,I948553,Levis Denim Jacket,Apparel,87016.61,372
S100,I948554,Allen Solly Formal Pants,Apparel,89383.27,464
S118,I948555,Puma Running Shoes,Footwear,53299.03,130
S100,I948556,Nike Air Zoom Pegasus,Footwear,134285.16,224
S123,I948557,U.S. Polo T-Shirt,Apparel,85637.8,174
S101,I948558,U.S. Polo T-Shirt,Apparel,83730.7,361
S134,I948559,Sony WH-1000XM5 Headphones,Electronics,40846.1,139
S132,I948560,Philips Air Fryer,Home Appliances,91273.16,361
S101,I948561,Puma Running Shoes,Footwear,103890.63,446
S145,I948562,Apple iPhone 15 Pro,Electronics,133491.73,276
S110,I948563,Bajaj Mixer Grinder,Home Appliances,28503.65,58
S138,I948564,Allen Solly Formal Pants,Apparel,30004.41,132
S126,I948565,Bajaj Mixer Grinder,Home Appliances,120141.13,490
S141,I948566,Levis Denim Jacket,Apparel,5161.68,308
S120,I948567,Bajaj Mixer Grinder,Home Appliances,140039.93,141
S146,I948568,Boat Smartwatch,Electronics,109655.49,427
S137,I948569,Sony WH-1000XM5 Headphones,Electronics,8120.64,258
S133,I948570,Adidas Ultraboost 23,Footwear,74637.88,97
S133,I948571,Allen Solly Formal Pants,Apparel,93604.28,301
S114,I948572,Allen Solly Formal Pants,Apparel,10779.75,386
S137,I948573,Levis Denim Jacket,Apparel,58548.67,197
S112,I948574,Samsung 55” Smart TV,Home Appliances,142146.95,373
S114,I948575,Samsung Galaxy S24 Ultra,Electronics,98131.43,449
S127,I948576,U.S. Polo T-Shirt,Apparel,90262.9,173
S141,I948577,H&M Cotton Shirt,Apparel,16712.05,216
S106,I948578,Dell XPS 13 Laptop,Electronics,128349.29,267
S131,I948579,LG 7kg Washing Machine,Home Appliances,59977.88,180
S108,I948580,H&M Cotton Shirt,Apparel,42778.46,312
S127,I948581,Dyson Vacuum Cleaner,Home Appliances,101759.85,325
S138,I948582,U.S. Polo T-Shirt,Apparel,108781.19,281
S104,I948583,Sony WH-1000XM5 Headphones,Electronics,119842.87,448
S104,I948584,Reebok Nano X4,Footwear,141638.53,191
S128,I948585,Philips Air Fryer,Home Appliances,105520.36,395
S133,I948586,Dell XPS 13 Laptop,Electronics,85608.01,276
S123,I948587,Samsung 55” Smart TV,Home Appliances,89207.47,448
S117,I948588,Skechers GoWalk,Footwear,74752.51,461
S131,I948589,Nike Air Zoom Pegasus,Footwear,78221.96,324
S129,I948590,Boat Smartwatch,Electronics,4122.32,151
S140,I948591,Dell XPS 13 Laptop,Electronics,136757.76,444
S107,I948592,Samsung 55” Smart TV,Home Appliances,80736.79,323
S137,I948593,Levis Denim Jacket,Apparel,32193.69,115
S145,I948594,Puma Running Shoes,Footwear,141021.51,442
