C212,I416940,2669,186675473.25,78055.98,2025-09-17
C216,I416941,203,1039354.5,52536.33,2025-10-01
C231,I416942,2558,345618588.4,34499.61,2025-10-20
C219,I416943,1878,39370197.05,63037.85,2025-09-29
C203,I416944,2065,273149542.49,51259.3,2025-10-05
C241,I416945,2954,85186667.45,85927.78,2025-10-22
C244,I416946,2552,297516381.68,136809.26,2025-09-02
C241,I416947,2729,347196495.05,119601.96,2025-10-23
C207,I416948,1939,201183118.38,46006.77,2025-10-09
C224,I416949,969,30045251.42,114531.71,2025-10-06
C214,I416950,1968,164736940.48,54209.34,2025-09-25
C236,I416951,213,31652898.04,95788.74,2025-10-10
C232,I416952,442,52320343.36,92669.22,2025-10-30
C225,I416953,1780,240561482.77,12913.59,2025-09-22
C249,I416954,1626,215150215.07,8461.2,2025-09-08
C219,I416955,1404,177703522.65,18469.44,2025-10-31
C234,I416956,2081,231685281.85,117455.08,2025-10-25
C234,I416957,2638,278254196.02,75274.32,2025-09-14
C232,I416958,1319,185157220.69,36682.64,2025-10-28
C214,I416959,1356,143455024.92,135384.41,2025-10-07
C204,I416960,2962,267317380.82,56739.97,2025-09-05
C214,I416961,2090,257854168.48,107588.87,2025-10-02
C239,I416962,1073,77103933.78,56960.02,2025-10-17
C216,I416963,2447,134140713.02,103332.46,2025-10-18
C220,I416964,1618,131284090.89,62799.05,2025-09-07
C217,I416965,2278,85669867.62,91281.63,2025-10-02
C235,I416966,1697,40844454.18,123257.49,2025-09-13
C220,I416967,1699,149700863.97,34906.38,2025-10-04
C202,I416968,2312,173721675.24,28553.54,2025-09-16
C214,I416969,1812,132434022.23,25319.78,2025-09-01
C216,I416970,1049,86484429.74,132480.12,2025-09-03
C229,I416971,1239,174808216.86,17738.63,2025-10-25
C219,I416972,2294,285013089.92,95737.24,2025-10-17
C236,I416973,2787,43315831.4,74367.43,2025-10-18
C213,I416974,1454,153980027.53,131783.1,2025-09-28
C212,I416975,1137,78373002.5,146678.65,2025-10-17
C218,I416976,1465,211808230.31,142743.68,2025-09-19
C244,I416977,218,4654354.08,48453.03,2025-10-05
C215,I416978,1454,120655138.82,57984.67,2025-10-21
C239,I416979,788,39726627.44,28888.35,2025-09-01
C213,I416980,1360,80352424.75,149835.69,2025-09-24
C227,I416981,2817,67225720.12,135445.17,2025-09-21
C242,I416982,1240,109720547.28,34141.59,2025-09-14
C228,I416983,2215,29796873.91,12554.96,2025-10-26
C246,I416984,2145,23163378.6,121470.92,2025-09-13
C249,I416985,322,36184189.28,101292.13,2025-09-18
C243,I416986,1048,150711081.47,143762.77,2025-09-02
C215,I416987,2027,200359315.75,100103.52,2025-09-26
C238,I416988,2286,117141197.18,48002.15,2025-09-08
C205,I416989,728,31330395.75,33121.73,2025-09-05
C244,I416990,1894,172227520.74,133465.82,2025-09-27
C234,I416991,2155,142385348.38,28781.88,2025-10-04
C238,I416992,2191,34471392.62,104182.04,2025-10-08
C249,I416993,1486,17915670.62,49560.24,2025-09-08
C229,I416994,1770,199498910.51,84224.16,2025-09-13
C233,I416995,1101,28833097.31,106190.07,2025-09-28
C214,I416996,1992,45080171.07,131752.12,2025-09-08
C208,I416997,2226,272355631.63,91127.43,2025-10-01
C222,I416998,688,32361038.75,1849.69,2025-09-18
C204,I416999,203,5415096.99,108620.21,2025-09-13
C217,I417000,2453,270862273.53,71144.87,2025-10-28
C212,I417001,509,58817011.15,18038.93,2025-10-11
C203,I417002,583,10756897.23,86890.91,2025-09-10
C211,I417003,846,110835701.86,14328.69,2025-09-07
C218,I417004,2190,216383022.07,44151.36,2025-09-13
C248,I417005,2252,187555446.01,5264.6,2025-10-20
C234,I417006,304,42071858.62,79749.34,2025-09-19
C229,I417007,1567,200250273.79,45351.65,2025-09-29
C240,I417008,2732,180728274.63,93735.22,2025-09-24
C207,I417009,888,43308304.23,54077.76,2025-10-05
C237,I417010,2225,255720157.5,134934.29,2025-09-11
C208,I417011,2898,113273316.1,55496.49,2025-09-02
C217,I417012,2998,136635082.91,14234.23,2025-10-15
C227,I417013,813,11589695.73,84891.13,2025-09-26
C229,I417014,2094,265492242.23,114656.79,2025-09-21
C219,I417015,1505,46752658.86,17331.19,2025-10-03
C221,I417016,1147,118446499.44,118257.81,2025-10-23
C216,I417017,1575,220732884.09,111445.95,2025-10-26
C249,I417018,1730,253517358.67,55332.61,2025-09-02
C247,I417019,182,3605342.55,77469.7,2025-10-29
C227,I417020,1390,151942610.25,30651.44,2025-09-08
C212,I417021,986,144022110.31,95603.89,2025-10-21
C217,I417022,1807,165066287.19,5772.76,2025-10-03
C211,I417023,2518,233437060.74,76888.21,2025-10-02
C245,I417024,1205,51111562.52,140853.27,2025-10-07
C238,I417025,661,98694203.21,111687.59,2025-10-28
C229,I417026,2138,199897667.52,29916.66,2025-10-20
C219,I417027,1660,37352826.17,108761.73,2025-09-25
C237,I417028,2094,119785707.72,29139.92,2025-10-29
C232,I417029,952,128943126.25,130993.28,2025-09-18
C247,I417030,352,49310472.17,119855.1,2025-10-16
C221,I417031,1752,85794272.18,90155.76,2025-09-14
C218,I417032,692,101690222.69,31927.48,2025-09-10
C211,I417033,2505,73658241.64,92323.7,2025-09-03
