C236,I10000,192,1149129.65,21195.83,2025-10-11
C201,I10001,1979,296447575.14,108742.12,2025-09-05
C249,I10002,186,27757992.7,57484.17,2025-09-22
C234,I10003,2756,321500426.76,83218.68,2025-10-08
C225,I10004,334,46511733.76,123546.65,2025-09-17
C248,I10005,1050,8333919.6,141376.48,2025-10-12
C242,I10006,395,10019562.53,106398.74,2025-09-23
C231,I10007,828,115536337.78,75697.84,2025-10-11
C221,I10008,1242,176895509.54,98628.42,2025-09-09
C240,I10009,1708,65727495.1,14317.58,2025-09-08
C243,I10010,263,24393276.99,77958.46,2025-09-18
C219,I10011,214,30376775.67,113684.55,2025-10-18
C244,I10012,2977,170923282.09,141056.44,2025-10-24
C246,I10013,1213,109023692.28,129793.88,2025-09-24
C220,I10014,2794,204974206.89,80181.69,2025-09-21
C220,I10015,327,36797352.39,28667.28,2025-09-12
C232,I10016,2533,297863191.23,10660.34,2025-09-25
C209,I10017,1140,81322555.57,29067.47,2025-10-01
C239,I10018,414,43331689.75,138125.23,2025-10-31
C246,I10019,2032,167257029.43,59378.61,2025-10-29
C246,I10020,426,1520660.67,42894.2,2025-10-07
C201,I10021,650,68704707.99,10223.43,2025-09-10
C226,I10022,2268,196605552.41,46132.45,2025-09-29
C228,I10023,2605,240507854.32,21662.28,2025-09-05
C239,I10024,792,74242037.49,120731.13,2025-10-13
C237,I10025,1271,161699714.27,109201.68,2025-10-05
C205,I10026,1140,52554236.01,81177.08,2025-10-31
C248,I10027,1513,116648361.66,18489.49,2025-09-27
C223,I10028,2074,175821510.53,105224.28,2025-09-20
C205,I10029,1609,108882383.54,119775.58,2025-10-12
C221,I10030,802,38544887.48,148740.05,2025-10-14
C222,I10031,2781,193242197.24,113164.41,2025-09-30
C215,I10032,989,84577033.0,37896.32,2025-10-02
C202,I10033,2597,70018730.5,67359.74,2025-09-08
C243,I10034,2777,57238506.39,17947.06,2025-09-07
C212,I10035,2197,45148414.94,54226.18,2025-10-02
C245,I10036,1904,125025288.43,52851.04,2025-10-07
C213,I10037,1221,182927259.1,103294.96,2025-10-19
C202,I10038,589,83643199.22,51703.78,2025-10-15
C217,I10039,1252,26658175.44,76338.26,2025-10-24
C233,I10040,1931,26015989.04,31744.38,2025-10-25
C204,I10041,1988,99640578.56,29516.38,2025-09-27
C240,I10042,663,27567186.46,115284.93,2025-09-23
C212,I10043,2572,37293289.84,117833.34,2025-10-06
C235,I10044,139,10271348.01,126055.46,2025-10-30
C214,I10045,2966,190399214.63,13402.78,2025-09-04
C209,I10046,393,56126458.07,83566.79,2025-10-12
C244,I10047,2881,296321499.76,141174.77,2025-09-21
C235,I10048,1287,72440336.61,1413.37,2025-10-22
C248,I10049,427,13735573.72,123119.45,2025-10-01
C217,I10050,2448,300491287.17,120318.35,2025-09-19
C205,I10051,2199,80359307.48,16569.81,2025-10-26
C218,I10052,864,93241554.27,78158.85,2025-10-24
C208,I10053,1816,200678245.36,112663.57,2025-09-11
C214,I10054,2073,257822720.03,126919.4,2025-10-24
C201,I10055,1162,154880733.84,142433.03,2025-09-19
C245,I10056,2641,395695200.99,96772.93,2025-10-08
C228,I10057,457,7959787.22,124682.97,2025-10-15
C213,I10058,1709,217859040.53,5937.92,2025-09-11
C244,I10059,569,53474903.11,143632.98,2025-09-12
C213,I10060,439,27637062.66,112756.5,2025-09-16
C218,I10061,130,9569514.07,948.32,2025-09-30
C230,I10062,971,133915674.41,50507.14,2025-10-13
C207,I10063,2672,278596503.26,22396.17,2025-10-06
C247,I10064,1461,208389522.79,96354.83,2025-10-08
C203,I10065,1504,83533952.66,80471.19,2025-10-03
C238,I10066,1853,106321268.61,77410.48,2025-10-30
C225,I10067,1798,233817013.4,5236.8,2025-09-11
C209,I10068,1056,115758165.42,57473.49,2025-09-28
C238,I10069,1138,87327078.06,117844.85,2025-09-28
C250,I10070,1022,16344054.1,55253.22,2025-09-02
C229,I10071,2440,156078922.35,128464.93,2025-09-04
C234,I10072,506,14957446.45,127283.76,2025-09-28
C226,I10073,926,90290425.83,51598.02,2025-09-01
C224,I10074,2500,313491876.64,119227.67,2025-10-23
C219,I10075,2817,158189603.53,99261.65,2025-10-11
C223,I10076,1390,93023944.09,102930.24,2025-10-13
C221,I10077,186,4731820.91,92870.62,2025-10-07
C215,I10078,2952,70020251.06,75846.73,2025-10-13
C221,I10079,374,19652574.13,112371.47,2025-09-02
C230,I10080,451,44766437.32,12840.36,2025-09-09
C228,I10081,366,6450247.37,16387.83,2025-09-14
C224,I10082,1362,79299219.92,101796.36,2025-10-09
C232,I10083,640,90241032.48,142344.74,2025-10-18
C215,I10084,2112,63292406.24,53620.25,2025-10-30
C245,I10085,256,13124044.31,108521.32,2025-09-25
C208,I10086,109,16314211.78,22127.24,2025-10-08
C217,I10087,709,78035742.36,22632.02,2025-10-23
C241,I10088,1329,56359223.02,149156.5,2025-10-16
C248,I10089,1363,24574260.36,50682.27,2025-09-25
C244,I10090,2253,241167377.3,81230.88,2025-10-09
C245,I10091,921,83276070.03,89509.0,2025-10-11
C232,I10092,2638,203536218.25,91698.55,2025-10-26
C232,I10093,2359,136611843.81,21275.21,2025-10-23
C230,I10094,1949,66720635.69,67572.61,2025-09-09
C212,I10095,886,107048107.31,83552.98,2025-09-28
C205,I10096,2101,117682855.11,66231.3,2025-10-16
C211,I10097,999,78027257.44,115597.39,2025-09-11
C241,I10098,2685,72750133.62,115426.54,2025-09-04
C214,I10099,599,36929935.36,7019.74,2025-10-25
C241,I10100,355,16202278.83,143525.9,2025-10-13
C209,I10101,2741,170028601.15,15564.3,2025-09-06
C234,I10102,910,26267073.02,37150.86,2025-09-07
C231,I10103,926,56690156.89,80253.67,2025-10-03
C226,I10104,1101,20620836.22,34091.94,2025-10-20
C235,I10105,1359,96435435.04,112463.43,2025-09-26
C226,I10106,326,21498671.19,50348.33,2025-09-24
C243,I10107,104,3042000.5,77773.87,2025-09-12
C230,I10108,2563,257144322.4,101753.34,2025-09-21
C233,I10109,1777,166970913.84,43653.86,2025-09-03
C206,I10110,1793,17528456.98,138896.13,2025-10-28
C218,I10111,1903,148884914.95,125221.72,2025-09-27
C218,I10112,1558,43836381.93,145931.89,2025-10-09
C205,I10113,2895,42701439.12,18050.65,2025-10-22
C211,I10114,1706,233532483.77,7839.18,2025-09-01
C205,I10115,309,11666454.1,69838.08,2025-09-29
C248,I10116,504,67988473.81,143004.09,2025-10-09
C234,I10117,607,28094545.52,53658.8,2025-10-19
C228,I10118,2290,81813129.2,66020.19,2025-09-07
C246,I10119,2293,87674108.39,73141.09,2025-09-23
C232,I10120,781,71271151.11,73484.58,2025-09-20
C235,I10121,1896,116931375.89,5085.48,2025-09-16
C241,I10122,2693,232742448.89,16256.36,2025-10-22
C221,I10123,109,1566618.31,52530.08,2025-10-10
C201,I10124,2468,171541554.59,78926.79,2025-09-07
C207,I10125,1173,62955026.97,147008.55,2025-09-09
C227,I10126,307,8291691.72,110452.35,2025-09-01
C205,I10127,312,3400190.63,80849.8,2025-10-10
