I985915,1181,8.23755624E7,2025-09-16
I985916,266,1.158463064E7,2025-10-31
I985917,755,1.61568597E7,2025-10-28
I985918,987,6.547810452E7,2025-09-11
I985919,872,4.966701957E7,2025-10-16
I985920,473,1.377493387E7,2025-10-24
I985921,1832,2.654066415E8,2025-09-09
I985922,889,7.819430601E7,2025-09-28
I985923,1687,1.464402385E8,2025-10-11
I985924,446,1353726.65,2025-09-11
I985925,1102,8.956827694E7,2025-09-08
I985926,1296,1.3981652151E8,2025-09-12
I985927,790,7.997770433E7,2025-10-20
I985928,404,5.64971486E7,2025-10-20
I985929,178,1.414542716E7,2025-09-16
I985930,1106,1.4233829847E8,2025-10-08
I985931,1513,2.2240020046E8,2025-09-18
I985932,1266,985920.87,2025-10-20
I985933,1514,1.8865231601E8,2025-09-05
I985934,61,716007.78,2025-09-12
I985935,1557,1.135300882E8,2025-10-27
I985936,1947,2.0111555607E8,2025-10-15
I985937,1297,1.0255859079E8,2025-09-09
I985938,199,2.149354845E7,2025-10-18
I985939,1354,1.2131163571E8,2025-10-22
I985940,1889,1.5323922332E8,2025-09-25
I985941,660,1.398018195E7,2025-10-20
I985942,1833,8.108833829E7,2025-10-19
I985943,763,8097249.29,2025-10-30
I985944,1800,1.5462237834E8,2025-09-01
I985945,650,3.697526109E7,2025-09-14
I985946,1808,2.2426718709E8,2025-09-30
I985947,721,1.027397822E8,2025-10-03
I985948,736,3.968911497E7,2025-10-04
I985949,1152,9.874113446E7,2025-09-24
I985950,942,1.824991688E7,2025-10-31
I985951,1676,3.779351944E7,2025-10-18
I985952,524,2886110.9,2025-09-05
I985953,805,3.216255179E7,2025-09-23
I985954,934,7.962712911E7,2025-10-05
I985955,1285,1.5588064954E8,2025-10-24
I985956,323,3.601052227E7,2025-09-19
I985957,546,7.981759542E7,2025-09-16
I985958,509,4.080841806E7,2025-09-22
I985959,842,6.831459203E7,2025-09-03
I985960,415,1.679537206E7,2025-09-16
I985961,377,3.848748873E7,2025-10-05
I985962,1231,5.045013035E7,2025-10-15
I985963,1523,1.6048453711E8,2025-10-16
I985964,1586,1.0851783384E8,2025-10-12
I985965,1284,1.8104654006E8,2025-09-24
