I290580,1747,2.5752803542E8,2025-10-02
I290581,1248,1.7721028189E8,2025-09-10
I290582,1356,7.005964997E7,2025-09-08
I290583,107,4912638.54,2025-10-22
I290584,1184,7.759858945E7,2025-09-13
I290585,822,3.667842092E7,2025-10-15
I290586,1397,1.487154137E8,2025-10-05
I290587,1075,5.837882368E7,2025-10-28
I290588,477,6.507898582E7,2025-09-26
I290589,1910,1.6218215077E8,2025-09-06
I290590,1170,1.7507389635E8,2025-10-31
I290591,968,2.414087277E7,2025-09-17
I290592,724,3.527700604E7,2025-09-07
I290593,1667,1.9597163584E8,2025-10-17
I290594,222,1.737914926E7,2025-09-29
I290595,366,3.75036396E7,2025-09-02
I290596,928,1.3704485901E8,2025-09-22
I290597,122,1.199845267E7,2025-10-12
I290598,1753,4.63770096E7,2025-10-02
I290599,1672,3.606872966E7,2025-10-16
I290600,226,786632.86,2025-10-29
I290601,266,1.802988587E7,2025-09-02
I290602,1676,2.3438444889E8,2025-09-15
I290603,605,4.236115623E7,2025-09-25
I290604,1465,8.791772916E7,2025-10-16
I290605,1933,8.06412662E7,2025-10-24
I290606,397,2.018836198E7,2025-10-05
I290607,1067,7.08858153E7,2025-10-12
I290608,1654,2.0800647118E8,2025-10-21
I290609,455,1.955387518E7,2025-10-24
I290610,1052,8.860884907E7,2025-10-09
I290611,1367,2.0049212431E8,2025-10-09
I290612,622,1.790901357E7,2025-10-17
I290613,530,2.806216598E7,2025-10-18
I290614,1299,6.048497511E7,2025-09-06
I290615,1820,1.1146315894E8,2025-10-15
I290616,1666,7.563690636E7,2025-09-21
I290617,1176,2.639982328E7,2025-09-17
I290618,925,6.396407369E7,2025-09-25
I290619,1831,1.6997709665E8,2025-10-29
I290620,473,1.047481295E7,2025-09-18
I290621,1930,2.3931183908E8,2025-10-15
I290622,872,6.488216524E7,2025-10-27
I290623,546,5.495523399E7,2025-09-21
I290624,544,7.816147801E7,2025-09-01
I290625,184,4017061.07,2025-09-17
I290626,1612,1.3578505631E8,2025-10-21
I290627,360,4.525309551E7,2025-10-07
I290628,610,6.533271874E7,2025-09-14
I290629,148,252818.18,2025-09-02
I290630,1707,3.799785194E7,2025-10-09
I290631,1642,2.3822765693E8,2025-10-10
I290632,1780,2.5861916069E8,2025-09-08
I290633,1372,6.888563113E7,2025-10-12
I290634,888,7.133606624E7,2025-10-28
I290635,148,1.312321998E7,2025-10-14
I290636,1410,1.5068569407E8,2025-09-11
I290637,405,3.0073326E7,2025-09-11
I290638,753,8.442024929E7,2025-09-24
I290639,1220,5.734062307E7,2025-09-12
I290640,492,6502651.67,2025-09-16
I290641,659,2.602138826E7,2025-09-10
I290642,145,1.656333087E7,2025-09-08
I290643,773,5.923974636E7,2025-09-17
I290644,1272,3.930879301E7,2025-09-09
I290645,1082,7.926135375E7,2025-09-05
I290646,1018,1.4498560621E8,2025-10-29
I290647,807,6.823609267E7,2025-10-16
I290648,454,6.11136709E7,2025-10-23
I290649,233,3830702.71,2025-09-12
I290650,613,1.583293425E7,2025-09-03
I290651,347,2.886669693E7,2025-10-01
I290652,861,1.2066823908E8,2025-09-15
I290653,749,7.106328058E7,2025-09-27
I290654,1802,9.138441355E7,2025-10-17
I290655,1915,2.766719514E8,2025-09-06
I290656,292,2.876659897E7,2025-10-17
I290657,1752,8.159043436E7,2025-10-21
I290658,1743,1.8130512374E8,2025-09-06
I290659,650,7.800557867E7,2025-09-24
I290660,242,1.776495807E7,2025-10-24
I290661,1138,4.577122404E7,2025-09-17
I290662,1010,1.2969533137E8,2025-10-30
I290663,1947,1.2647171769E8,2025-10-04
I290664,1809,1.033445565E7,2025-10-12
I290665,1180,1.2129653743E8,2025-10-31
I290666,1694,6.863747281E7,2025-10-21
I290667,50,1920239.94,2025-10-07
I290668,1837,3.747713028E7,2025-09-19
I290669,1171,7.456631932E7,2025-10-22
I290670,91,1.266713317E7,2025-10-30
I290671,1011,4.533087255E7,2025-10-17
I290672,112,4769080.59,2025-10-14
I290673,1541,1.244715709E8,2025-10-07
I290674,323,3.895887673E7,2025-09-12
I290675,874,3566606.77,2025-10-07
I290676,724,7.667941642E7,2025-09-05
I290677,1747,1.1918681484E8,2025-09-08
I290678,207,1.538730138E7,2025-09-29
I290679,1338,1.7231234922E8,2025-09-23
I290680,1587,2.2041467766E8,2025-09-19
I290681,1424,1.4150474347E8,2025-09-07
I290682,1732,1.0377948526E8,2025-09-22
I290683,859,2.101645956E7,2025-10-28
I290684,609,2.910982802E7,2025-10-10
I290685,711,6.185840414E7,2025-09-06
I290686,664,8.536766124E7,2025-09-12
I290687,367,6120537.72,2025-09-25
I290688,611,6.236696872E7,2025-09-14
I290689,1666,2.1282660442E8,2025-09-26
I290690,490,6.388263387E7,2025-10-20
I290691,980,1.536414122E7,2025-09-28
I290692,947,8.399645513E7,2025-10-26
I290693,900,5.948173727E7,2025-10-08
I290694,802,6.076293452E7,2025-09-17
I290695,1685,2.3246814562E8,2025-10-04
I290696,1612,2.4014377202E8,2025-09-03
I290697,1624,6.573491979E7,2025-10-31
I290698,1304,1.6278428373E8,2025-09-21
I290699,674,3.106713544E7,2025-09-18
I290700,761,1.704227034E7,2025-09-10
I290701,1598,1.4713346832E8,2025-09-19
I290702,987,6.433998662E7,2025-09-22
I290703,1612,2.70268633E7,2025-10-14
I290704,1225,4.484585372E7,2025-10-30
