I10000,1696,3877659.47,2025-10-11
I10001,96,4853823.85,2025-10-28
I10002,1674,2.0102749577E8,2025-09-27
I10003,1514,2.2598851446E8,2025-10-14
I10004,192,2.510853909E7,2025-09-13
I10005,1544,6.289264949E7,2025-09-17
I10006,225,7306167.61,2025-09-23
I10007,941,2.240134479E7,2025-09-11
I10008,1082,4.976367614E7,2025-09-15
I10009,83,9735763.29,2025-09-06
I10010,1441,2.0321540372E8,2025-10-14
I10011,599,3.618104931E7,2025-10-10
I10012,527,7.801491802E7,2025-10-06
I10013,1061,1.2252597281E8,2025-09-15
I10014,831,1212872.18,2025-10-07
I10015,811,1.0732053279E8,2025-09-14
I10016,1462,1.9827845462E8,2025-09-21
I10017,1403,1.2396964854E8,2025-09-02
I10018,589,5.047017333E7,2025-10-28
I10019,1380,3.304584059E7,2025-09-22
I10020,1053,1.3901485462E8,2025-10-07
I10021,1660,7.394784276E7,2025-10-09
I10022,679,7.665731294E7,2025-10-12
I10023,758,3.416158306E7,2025-10-16
I10024,477,3.388553122E7,2025-10-05
I10025,1367,1.7158676185E8,2025-10-05
I10026,407,2.707585395E7,2025-10-05
I10027,983,6.240124132E7,2025-09-20
I10028,435,4921782.53,2025-10-29
I10029,253,2.52432364E7,2025-10-05
I10030,645,5.136869297E7,2025-10-08
I10031,1232,3.257097985E7,2025-10-07
I10032,947,7.042695661E7,2025-09-11
I10033,1864,1.7762000303E8,2025-09-29
I10034,1638,2.2570626306E8,2025-10-15
I10035,1319,2.759719321E7,2025-10-18
I10036,1119,1.3905840543E8,2025-10-02
I10037,1081,6412885.22,2025-09-21
I10038,154,5207291.26,2025-10-08
I10039,287,3.304663453E7,2025-10-24
I10040,1112,1.6154526321E8,2025-10-13
I10041,508,2.227474725E7,2025-10-29
I10042,1491,1.1406952445E8,2025-10-04
I10043,1221,6.869732137E7,2025-09-05
I10044,1547,8.487431552E7,2025-10-26
I10045,258,3.827776836E7,2025-10-04
I10046,1928,1.6071137885E8,2025-09-13
I10047,1909,2.7701040483E8,2025-10-29
I10048,105,8780861.71,2025-09-15
I10049,454,6.194790821E7,2025-09-23
I10050,674,6.301307439E7,2025-09-06
I10051,126,1.380909698E7,2025-09-18
I10052,274,3.988366797E7,2025-10-31
I10053,654,5712088.87,2025-10-07
I10054,267,1.063182896E7,2025-10-12
I10055,1898,9717395.24,2025-09-23
I10056,1098,5.501380794E7,2025-10-19
I10057,295,4.393314598E7,2025-10-16
I10058,197,2.383469071E7,2025-10-02
I10059,265,8490330.01,2025-10-26
I10060,1032,3.975119455E7,2025-10-20
I10061,130,1.312384859E7,2025-10-04
I10062,563,7.267790522E7,2025-09-09
I10063,1641,1.078777982E8,2025-10-15
I10064,379,2.293118736E7,2025-10-31
I10065,87,7096333.05,2025-10-29
I10066,208,1.680877324E7,2025-10-24
I10067,1390,1.7275210272E8,2025-10-01
I10068,1676,5.141883904E7,2025-09-08
I10069,178,1.16901684E7,2025-09-05
I10070,384,9580865.17,2025-10-15
I10071,146,2.08558487E7,2025-09-26
I10072,1384,1.6753745764E8,2025-10-24
I10073,1194,9.867116435E7,2025-10-28
I10074,1457,1.3717112749E8,2025-09-09
I10075,1272,7.216967736E7,2025-09-01
I10076,114,8694312.32,2025-09-29
I10077,1889,8.469225295E7,2025-09-28
I10078,1682,2.0945957043E8,2025-09-17
I10079,1418,1.9185886469E8,2025-10-15
I10080,584,3.641820841E7,2025-09-05
I10081,1992,5.45960658E7,2025-10-05
I10082,1762,1.2318383837E8,2025-10-18
I10083,1548,1.7984548657E8,2025-10-09
I10084,316,3.963817394E7,2025-10-05
I10085,1569,1.086934516E7,2025-09-13
I10086,1798,1.1865920656E8,2025-10-31
I10087,274,3.435312449E7,2025-10-01
I10088,1708,2.378833582E7,2025-10-21
I10089,500,6.780820285E7,2025-09-07
I10090,628,1.088855241E7,2025-10-14
I10091,1571,1.251604659E8,2025-09-10
I10092,1130,1.0863526088E8,2025-09-17
I10093,1862,1.2559817456E8,2025-10-26
I10094,1049,1555197.1,2025-10-04
I10095,249,3.18747876E7,2025-10-20
I10096,1683,9.62031201E7,2025-09-02
I10097,1844,6.4084046E7,2025-10-30
I10098,493,6.226352757E7,2025-09-10
I10099,731,3.92783265E7,2025-10-06
I10100,1247,3.434467588E7,2025-09-27
I10101,1597,1.5337796315E8,2025-09-01
I10102,192,1.09381081E7,2025-10-26
I10103,1301,6.717981189E7,2025-09-06
I10104,934,2.601633945E7,2025-09-20
I10105,474,5.002768857E7,2025-09-24
I10106,1743,8.099444535E7,2025-10-16
I10107,1257,1.4335785228E8,2025-09-13
I10108,73,2501599.7,2025-09-12
I10109,264,2.058864806E7,2025-09-23
I10110,1022,1.1808894778E8,2025-10-26
I10111,130,4821404.1,2025-09-19
I10112,1146,1.0456042226E8,2025-10-09
I10113,784,3.362736011E7,2025-09-30
I10114,312,1.108319991E7,2025-10-01
I10115,694,4.945876236E7,2025-10-28
I10116,1982,8933190.27,2025-10-25
I10117,1195,4296367.29,2025-09-13
I10118,1858,2.013802641E7,2025-09-23
I10119,241,1.114526148E7,2025-09-13
I10120,1224,1.0963540154E8,2025-10-03
I10121,139,1.872064636E7,2025-10-26
I10122,1286,1.1205104367E8,2025-10-19
I10123,1790,1.2272441455E8,2025-09-28
I10124,1688,1.8637076634E8,2025-10-12
I10125,1554,2.271796192E8,2025-10-21
I10126,537,1.732457165E7,2025-10-20
I10127,165,6840494.59,2025-10-27
I10128,1017,2.754652687E7,2025-09-12
I10129,440,8971033.19,2025-09-26
I10130,1734,1.2480758473E8,2025-10-15
I10131,1770,1.7676837064E8,2025-09-02
I10132,1248,1.4159571623E8,2025-10-07
I10133,652,6.8509407E7,2025-10-19
I10134,790,4.03005806E7,2025-09-18
I10135,1114,5.413027418E7,2025-09-15
I10136,1420,9.033354939E7,2025-10-22
I10137,1467,1.2664680638E8,2025-09-28
I10138,161,2.031912496E7,2025-10-24
I10139,57,8135443.76,2025-10-14
I10140,61,1878082.69,2025-10-14
I10141,1315,1.4883220073E8,2025-09-30
I10142,847,1.2415147937E8,2025-10-29
I10143,1859,1.121766702E8,2025-09-05
I10144,935,4826725.9,2025-10-10
I10145,1110,1.4993067592E8,2025-10-06
I10146,559,1.451421209E7,2025-10-28
I10147,689,2689611.52,2025-10-09
I10148,1996,1.7815921586E8,2025-10-03
I10149,601,5674289.01,2025-09-23
I10150,684,7.384838845E7,2025-09-29
I10151,516,5.162100946E7,2025-10-30
I10152,97,8434381.63,2025-10-04
I10153,419,5.297299481E7,2025-09-20
I10154,682,574822.68,2025-09-03
I10155,524,5.921606082E7,2025-09-23
I10156,1676,1.3594936864E8,2025-10-03
I10157,266,4498737.78,2025-10-25
I10158,1152,1.374302372E7,2025-10-05
I10159,1709,1.4439469316E8,2025-09-26
I10160,1865,1.6060948328E8,2025-09-02
I10161,805,1.533847884E7,2025-10-05
I10162,1566,1.28368833E8,2025-09-30
I10163,1189,9.517880234E7,2025-09-10
I10164,1438,4.31301896E7,2025-09-07
I10165,1580,9.921829589E7,2025-10-14
I10166,1682,1.9526604757E8,2025-10-18
I10167,510,6.216068562E7,2025-10-25
I10168,1895,1.9984804413E8,2025-09-06
I10169,356,3.547870613E7,2025-10-22
I10170,1357,2.715656226E7,2025-09-13
I10171,423,4780126.83,2025-10-01
I10172,1775,8.244559384E7,2025-09-23
I10173,115,1.509321608E7,2025-10-13
I10174,187,1.252790252E7,2025-09-03
I10175,1311,9.145189324E7,2025-09-01
I10176,566,1.81742508E7,2025-10-28
I10177,358,5.277413294E7,2025-10-24
I10178,1600,5.406213193E7,2025-09-01
I10179,401,5.821797653E7,2025-09-27
I10180,143,2659206.33,2025-09-15
I10181,164,3178034.89,2025-09-09
I10182,140,1.672322699E7,2025-10-15
I10183,402,3.703914283E7,2025-09-21
I10184,937,8.293135326E7,2025-10-04
I10185,173,228436.19,2025-10-18
I10186,1787,2.6747385091E8,2025-10-22
I10187,1646,2.0357641922E8,2025-10-26
I10188,1508,7.795829816E7,2025-09-16
I10189,204,8252961.14,2025-09-25
I10190,810,8.483898377E7,2025-09-07
I10191,381,5.163789791E7,2025-10-09
I10192,273,3.987659928E7,2025-10-15
I10193,924,3.508221014E7,2025-09-16
I10194,1774,3.798343691E7,2025-10-28
I10195,1157,1.260780923E7,2025-09-27
I10196,654,5.633972479E7,2025-09-19
I10197,1170,1.3934327975E8,2025-10-14
I10198,96,1.197535124E7,2025-10-19
I10199,1063,4.538927948E7,2025-10-31
I10200,202,2.015682439E7,2025-09-21
I10201,716,2.200674664E7,2025-10-29
I10202,55,7048925.31,2025-10-10
I10203,185,926602.13,2025-10-06
I10204,1347,1.14521165E7,2025-10-13
I10205,1601,1.4904563496E8,2025-10-20
I10206,1340,1.3202662142E8,2025-09-18
I10207,1451,1.8581219996E8,2025-10-06
I10208,1564,7.650069306E7,2025-10-21
I10209,300,2.276775147E7,2025-10-01
I10210,1769,1.6180710178E8,2025-09-21
I10211,1746,1.66002635E8,2025-10-06
I10212,1462,1.3612546645E8,2025-10-03
I10213,1393,3.263737988E7,2025-09-10
I10214,1555,1.3910634529E8,2025-10-21
I10215,1823,5.618726072E7,2025-10-03
I10216,1234,1.4494400875E8,2025-10-12
I10217,1111,2.618732142E7,2025-09-27
I10218,380,5.615158293E7,2025-10-14
I10219,1774,1.1027995429E8,2025-10-30
I10220,777,9.265315976E7,2025-10-12
I10221,640,9999685.25,2025-09-07
I10222,1134,1.4501349998E8,2025-10-10
I10223,1155,8.170063651E7,2025-09-02
I10224,733,1.0822186766E8,2025-09-22
I10225,462,2.21494738E7,2025-09-15
I10226,323,4.774813641E7,2025-09-28
I10227,1098,9.880015735E7,2025-09-05
I10228,1957,4.352243494E7,2025-09-13
I10229,900,5.703876265E7,2025-10-07
I10230,1038,1.3251369406E8,2025-09-09
I10231,1951,2.292305049E7,2025-09-22
I10232,229,1369168.44,2025-09-23
I10233,489,4529247.44,2025-09-08
I10234,845,1.326390329E7,2025-10-28
I10235,1743,1.2473794761E8,2025-10-16
I10236,288,1.753137402E7,2025-09-25
I10237,283,1.709428118E7,2025-09-01
I10238,121,1563664.04,2025-10-19
I10239,116,1.685057848E7,2025-09-03
I10240,1132,4.549724178E7,2025-10-13
I10241,179,2.087748719E7,2025-09-08
I10242,227,9613850.47,2025-09-06
I10243,843,9.659936158E7,2025-09-17
I10244,73,9841875.2,2025-09-13
I10245,973,5.447416451E7,2025-09-17
I10246,1009,5.949979542E7,2025-10-08
I10247,811,1.1331493172E8,2025-10-26
I10248,572,596541.34,2025-09-14
I10249,425,4.289496523E7,2025-10-22
I10250,1547,2.1513688849E8,2025-09-21
I10251,1699,1.0383536169E8,2025-10-13
I10252,1546,2.1518919229E8,2025-10-21
I10253,1358,1.1495732032E8,2025-10-09
I10254,1131,1.5876341345E8,2025-09-02
I10255,753,6.638090551E7,2025-09-28
I10256,1791,1.3281159104E8,2025-10-27
I10257,163,1.039075599E7,2025-09-27
I10258,1103,1.3918211147E8,2025-10-16
I10259,1120,1.5396287002E8,2025-10-19
I10260,1453,8.266339624E7,2025-10-08
I10261,1741,1.883578462E8,2025-10-28
I10262,810,5.638658689E7,2025-09-01
I10263,524,5.173597423E7,2025-10-31
I10264,77,7337351.38,2025-10-25
I10265,551,4.262348901E7,2025-09-14
I10266,609,2.85583039E7,2025-10-29
I10267,701,3.846823107E7,2025-09-03
I10268,398,3.927774345E7,2025-10-01
I10269,1717,9.633614742E7,2025-09-11
I10270,1470,4.458505324E7,2025-10-18
I10271,928,6.99127366E7,2025-09-05
I10272,1278,1.1859178825E8,2025-09-08
I10273,617,7.663494429E7,2025-10-06
I10274,1889,6.824616347E7,2025-10-02
I10275,1698,2.2363481981E8,2025-09-17
I10276,201,3797372.94,2025-10-01
I10277,1354,1.9426944516E8,2025-09-07
I10278,509,3.281700292E7,2025-10-13
I10279,1980,4.35276113E7,2025-10-28
I10280,543,6.761796844E7,2025-10-25
I10281,574,1633409.61,2025-10-31
I10282,252,3.202492642E7,2025-09-21
I10283,1665,7.504763842E7,2025-09-15
I10284,669,8299869.34,2025-09-27
I10285,121,8524076.67,2025-10-30
I10286,1841,2.342761359E8,2025-09-05
I10287,1697,2.4243668291E8,2025-09-22
I10288,1368,1.4216717613E8,2025-09-13
I10289,621,2.610103496E7,2025-10-08
I10290,1344,6.851675501E7,2025-10-24
I10291,1412,7.90897378E7,2025-09-21
I10292,456,3.188364488E7,2025-09-05
I10293,1711,1.2437201309E8,2025-10-13
I10294,785,4.960134275E7,2025-09-02
I10295,1663,6835535.56,2025-10-20
I10296,753,7.936324956E7,2025-09-16
I10297,649,3.876386204E7,2025-10-21
I10298,977,1.3945272555E8,2025-10-19
I10299,1997,2.3468400534E8,2025-10-19
I10300,930,1.2796074006E8,2025-10-09
I10301,1698,8.866373407E7,2025-09-16
I10302,210,1.127084138E7,2025-09-03
I10303,1027,1.3202683721E8,2025-09-08
I10304,1810,1.788131815E8,2025-10-05
I10305,158,1.301310207E7,2025-10-20
I10306,71,8544860.34,2025-10-04
I10307,1773,2.3497751623E8,2025-10-15
I10308,1202,1.2509761021E8,2025-09-23
I10309,413,5.838574914E7,2025-09-29
I10310,1647,1.6372940283E8,2025-09-02
I10311,1689,1.5015307172E8,2025-09-05
I10312,1035,2.256737363E7,2025-10-26
I10313,190,2486904.6,2025-09-03
I10314,962,1.017579914E7,2025-09-29
I10315,1485,1.074209349E8,2025-10-10
I10316,717,6.043723496E7,2025-10-09
I10317,1384,1.9391463695E8,2025-10-03
I10318,526,3.598347579E7,2025-09-02
I10319,748,1.0099555414E8,2025-10-21
I10320,986,1.251693266E7,2025-09-28
I10321,613,1.073512077E7,2025-09-22
I10322,375,2.982881045E7,2025-10-26
I10323,1059,1.2421693551E8,2025-09-10
I10324,350,1.153664056E7,2025-10-25
I10325,379,5.637114175E7,2025-09-13
I10326,1125,8.811992704E7,2025-09-16
I10327,1803,5.587318156E7,2025-09-29
I10328,778,2129732.13,2025-10-12
I10329,162,623728.43,2025-10-19
I10330,259,3.561447081E7,2025-09-30
I10331,1660,7.514053825E7,2025-09-23
I10332,50,474398.06,2025-09-30
I10333,262,3.278888579E7,2025-10-02
I10334,1366,1.2379339896E8,2025-10-09
I10335,1495,1.8669780849E8,2025-09-09
I10336,255,9529535.3,2025-10-27
I10337,819,1.137283687E7,2025-10-04
I10338,652,5.651839763E7,2025-09-26
I10339,1335,4.429262502E7,2025-10-10
I10340,405,1.446825106E7,2025-10-09
I10341,1622,2.554352458E7,2025-10-31
I10342,240,3.515922898E7,2025-10-05
I10343,780,5.013326625E7,2025-10-30
I10344,818,1.1028991027E8,2025-10-07
I10345,156,1.482410235E7,2025-10-14
I10346,1275,1.6618715154E8,2025-09-08
I10347,582,1.770480184E7,2025-09-25
I10348,1469,1.0584135114E8,2025-09-11
I10349,1438,1.9985306991E8,2025-10-20
I10350,1915,1.8506023116E8,2025-09-14
I10351,586,4.927781839E7,2025-10-29
I10352,993,1.3601123543E8,2025-10-04
I10353,300,4.254609403E7,2025-09-15
I10354,408,4.655731493E7,2025-09-02
I10355,530,4.639105505E7,2025-10-06
I10356,888,1.0468386891E8,2025-10-18
I10357,706,4.80900197E7,2025-09-14
I10358,1591,1209010.82,2025-09-09
I10359,1189,4.942876638E7,2025-10-30
I10360,1110,7298834.27,2025-10-17
I10361,1704,8.520709957E7,2025-09-07
I10362,625,7.229090803E7,2025-09-12
I10363,173,1.370134078E7,2025-10-12
I10364,222,2.585685955E7,2025-10-26
I10365,1956,1.956909705E8,2025-09-09
I10366,501,7711746.09,2025-10-16
I10367,990,1.0529188374E8,2025-09-13
I10368,1605,1.4387418808E8,2025-09-28
I10369,1107,1.4633074473E8,2025-09-01
I10370,338,4.653008625E7,2025-10-31
I10371,1249,1.4351829226E8,2025-09-12
I10372,799,4776533.79,2025-10-08
I10373,1385,1.7870379264E8,2025-09-19
I10374,1852,9437931.22,2025-09-17
I10375,1197,1.7460353599E8,2025-09-11
I10376,862,1.1428960648E8,2025-10-11
I10377,598,7.015543975E7,2025-10-06
I10378,1702,3.807269776E7,2025-09-19
I10379,1729,9.69784718E7,2025-10-23
I10380,574,4.876749494E7,2025-10-17
I10381,1312,1.362209049E7,2025-10-25
I10382,734,2.296716802E7,2025-10-10
I10383,1874,1.4077802343E8,2025-10-20
I10384,332,3.125050581E7,2025-10-20
I10385,373,5.328151558E7,2025-09-16
I10386,344,1.027656829E7,2025-09-12
I10387,1638,2.4497483565E8,2025-09-08
I10388,1094,8.496669322E7,2025-10-30
I10389,666,1.099704435E7,2025-09-18
I10390,578,4.34729812E7,2025-10-23
I10391,606,7.672719968E7,2025-09-30
I10392,1776,6.732276014E7,2025-09-21
I10393,869,8.303481581E7,2025-10-26
I10394,1511,1.0469376981E8,2025-10-21
I10395,1144,1.5546395876E8,2025-09-09
I10396,1409,1.034933221E8,2025-10-31
I10397,276,6720061.53,2025-10-24
I10398,90,7477775.82,2025-10-12
I10399,1815,4.05935093E7,2025-09-09
I10400,519,2924035.29,2025-10-08
I10401,190,5914465.97,2025-09-11
I10402,124,3178513.75,2025-10-17
I10403,1319,1.1122380973E8,2025-09-20
I10404,1968,2.0202104467E8,2025-10-15
I10405,510,8710582.88,2025-10-13
I10406,1705,1.043538765E8,2025-09-04
I10407,221,384195.78,2025-10-01
I10408,1813,1194218.46,2025-09-16
I10409,1192,5.53356987E7,2025-10-13
I10410,1600,1.8153378338E8,2025-09-15
I10411,825,5.850975306E7,2025-09-06
I10412,97,1.18761272E7,2025-10-06
I10413,896,3.98931702E7,2025-09-28
I10414,622,1.857569963E7,2025-10-08
I10415,690,6.860243951E7,2025-10-24
I10416,481,2.155176152E7,2025-10-17
I10417,773,1.83187027E7,2025-09-07
I10418,1392,3.483509235E7,2025-09-10
I10419,628,2650655.87,2025-10-11
I10420,1011,6.576162477E7,2025-10-21
I10421,680,2.223451777E7,2025-10-20
I10422,607,1.866139248E7,2025-10-08
I10423,805,1.1572662099E8,2025-10-15
I10424,760,3.491342413E7,2025-09-28
I10425,1776,3.620935801E7,2025-10-20
I10426,1277,1.2347675884E8,2025-10-24
I10427,58,2516268.71,2025-09-03
I10428,1833,2.1105186259E8,2025-10-12
I10429,1261,1.1476327557E8,2025-10-23
I10430,1337,1.0184408766E8,2025-10-28
I10431,450,5.045857227E7,2025-09-23
I10432,658,7.551286844E7,2025-09-28
I10433,493,3.571089872E7,2025-10-05
I10434,1475,1.1859634846E8,2025-09-25
I10435,927,8.679886262E7,2025-10-04
I10436,422,3.88548463E7,2025-10-29
I10437,618,2.924195044E7,2025-09-07
I10438,355,4.760873962E7,2025-09-28
I10439,640,8.486211243E7,2025-10-10
I10440,353,3.516765149E7,2025-09-09
I10441,1549,1.701206033E7,2025-09-15
I10442,1541,3.93308966E7,2025-10-01
I10443,1290,8.343726525E7,2025-09-16
I10444,1586,6.524040001E7,2025-09-07
I10445,1381,8.466048474E7,2025-10-07
I10446,557,2.376254436E7,2025-10-29
I10447,1489,3.267963189E7,2025-10-16
I10448,347,4.09599874E7,2025-10-16
I10449,217,1.977446732E7,2025-10-06
I10450,1528,1.4872448573E8,2025-09-13
I10451,1693,3.22223509E7,2025-10-20
I10452,1646,3.622616695E7,2025-10-17
I10453,202,2.874340171E7,2025-10-02
I10454,1924,2.4419232735E8,2025-09-18
I10455,604,2.385495573E7,2025-10-25
I10456,885,1.3199662481E8,2025-09-07
I10457,50,873295.53,2025-09-20
I10458,599,994235.75,2025-09-14
I10459,1415,8.246837401E7,2025-10-29
I10460,1503,2.705929024E7,2025-09-29
I10461,449,2344244.34,2025-09-18
I10462,1754,1.2516353964E8,2025-10-23
I10463,442,6.253814958E7,2025-09-06
I10464,1051,6.70267368E7,2025-10-19
I10465,208,2.306002238E7,2025-10-15
I10466,181,2.141326553E7,2025-09-02
I10467,1621,1.7110838028E8,2025-09-07
I10468,1826,1.4480013633E8,2025-09-19
I10469,494,1.105242574E7,2025-10-22
I10470,1955,2.755288005E7,2025-09-04
I10471,1167,6008149.8,2025-10-31
I10472,1285,1.4238783337E8,2025-09-18
I10473,817,1.011295153E7,2025-10-16
I10474,1698,1.9659197949E8,2025-09-21
I10475,1150,1.0811320433E8,2025-09-07
I10476,260,3.12799069E7,2025-10-21
I10477,956,5.719050457E7,2025-10-30
I10478,201,7707593.37,2025-09-09
I10479,893,1.2442908236E8,2025-09-19
I10480,86,8876857.87,2025-10-20
I10481,1476,1.6353349975E8,2025-09-11
I10482,1732,1.1749789741E8,2025-09-14
I10483,1455,1.4993975666E8,2025-09-16
I10484,54,4158605.85,2025-09-17
I10485,1307,1.8659137738E8,2025-09-08
I10486,991,1.2700869986E8,2025-09-15
I10487,484,5.9662652E7,2025-10-15
I10488,1881,1.7610911237E8,2025-09-29
I10489,377,4.197273359E7,2025-10-11
I10490,316,3.847665537E7,2025-09-28
I10491,458,3.137241782E7,2025-09-30
I10492,433,6.173205433E7,2025-10-08
I10493,1584,7.061867774E7,2025-10-29
I10494,266,1.547405651E7,2025-10-15
I10495,1992,2.5519112816E8,2025-10-22
I10496,788,1.737081671E7,2025-10-16
I10497,250,2878437.2,2025-09-02
I10498,1726,8.638909375E7,2025-10-09
I10499,180,1.605078634E7,2025-10-20
I10500,1534,1.7406727464E8,2025-10-10
I10501,1972,2.7464126079E8,2025-10-30
I10502,1406,1.8752769541E8,2025-10-13
I10503,849,5.343124217E7,2025-10-17
I10504,688,1901054.44,2025-10-03
I10505,1275,1.6206394588E8,2025-10-30
I10506,1965,2.0891132072E8,2025-09-07
I10507,1553,1.5056894953E8,2025-09-14
I10508,419,1.127202424E7,2025-09-22
I10509,1668,2.762408963E7,2025-09-07
I10510,1970,5.289368695E7,2025-09-17
I10511,1169,4.869665959E7,2025-09-13
I10512,166,1.878521391E7,2025-09-24
I10513,1837,1.5204186199E8,2025-09-12
I10514,1111,1.4214382755E8,2025-10-28
I10515,1749,6.52917716E7,2025-09-22
I10516,133,1.213074708E7,2025-09-22
I10517,1670,1.5401714476E8,2025-10-14
I10518,1728,2.2946002736E8,2025-10-26
I10519,977,6.680201673E7,2025-09-14
I10520,1572,1.1070963459E8,2025-10-22
I10521,1948,1.501420109E7,2025-09-21
I10522,273,2.008149593E7,2025-09-02
I10523,1640,8.132919762E7,2025-09-19
